employee_id,name,age,department,salary,email,join_date,experience_years,city,performance
ID-375,Sam,,finanec,-5000,invalid@,2020/05/10,-3,suratt,Average
E376,Kunal,44,H R,,emp933@,2020/05/10,,suratt,Poor
E377,Rekha,19,,104330,emp633@,2020-05-10,,Mumbai,
E378,Ankit,24,finanec,50k,,05-10-2020,,Mumbai,Poor
ID-379,Rekha,,SALEs,,,,,,Average
E380,Rekha,,IT,,emp866@yahoo.com,2020-05-10,3,Mumbai,
EMP_381,Pooja,,HR,,emp968@yahoo.com,,-3,suratt,
E382,Pooja,,SALEs,50k,emp284@,2020-05-10,-3,,Poor
ID-383,Amit,,Finance,,emp990@yahoo.com,,,Surat,Average
,John,150,SALEs,,emp994@gmail.com,05-10-2020,-3,,
ID-385,Pooja,,IT,61058,emp589@yahoo.com,,,,EXCELENT
E386,Sam,,,88041,emp471@yahoo.com,,-3,Surat,Excellent
EMP_387,Harsh,,SALEs,,invalid@,10/05/2020,,suratt,Excellent
EMP_388,Sam12,,Finance,,,,,suratt,
EMP_389,Sneha,45,,,emp549@gamil.com,2020/05/10,,Surat,Poor
EMP_390,Meera,60,I.T,,emp870@gmail.com,10/05/2020,-3,Surat,Poor
EMP_391,Amit,50,Finance,-5000,emp138@gamil.com,05-10-2020,9,Surat,EXCELENT
EMP_392,Ankit,,IT,50k,emp920@,10/05/2020,,Delhi,
E393,John,18,Finance,102668,emp494@gmail.com,05-10-2020,,mumbai,
ID-394,John,,Sales,-5000,,2020-05-10,,mumbai,
EMP_395,Ankit,48,Finance,,emp235@,,-3,,Average
,Sneha,150,HR,-5000,,,,,Average
EMP_397,Ankit,,SALEs,28300,emp513@yahoo.com,05-10-2020,16,,Good
,Ravi,,Finance,-5000,emp640@yahoo.com,2020/05/10,-3,Delhi,Good
EMP_399,Ankit,,IT,,emp915@gmail.com,,,Mumbai,Average
E400,John12,150,Finance,50k,,10/05/2020,-3,suratt,
EMP_401,Ravi,,H R,,noemail,2020/05/10,-3,suratt,
E402,Rita,,,50k,emp368@gamil.com,10/05/2020,-3,Surat,Average
ID-403,Sneha,,IT,,emp206@gamil.com,05-10-2020,-3,,
EMP_404,Ankit12,41,,,emp719@gamil.com,05-10-2020,20,Surat,EXCELENT
,Sam,31,HR,,,05-10-2020,,Surat,
,Ankit,,finanec,50k,emp753@gamil.com,2020/05/10,8,suratt,Average
,Amit,,HR,50k,emp210@,10/05/2020,,,Poor
EMP_408,Harsh,35,Finance,121239,emp970@,,1,,Good
ID-409,Ravi,,SALEs,50k,,05-10-2020,13,Surat,Good
EMP_410,Meera,150,,94731,emp649@yahoo.com,2020/05/10,,mumbai,
EMP_411,John##,,finanec,,emp125@,,6,delhi,
EMP_412,Rekha,,I.T,135492,emp841@yahoo.com,05-10-2020,8,delhi,
,Ankit,150,Finance,58936,emp184@gamil.com,,6,,Excellent
,Rekha,,H R,,emp179@gamil.com,2020/05/10,,delhi,
EMP_415,Ankit,55,Sales,50k,invalid@,2020/05/10,-3,Mumbai,Excellent
ID-416,Sneha,150,SALEs,-5000,emp411@gmail.com,,,,Average
,John##,,Sales,,emp139@,,,,
E418,Sneha,46,,108393,invalid@,05-10-2020,16,Delhi,
EMP_419,Pooja,42,H R,,emp844@gmail.com,05-10-2020,20,Mumbai,Excellent
EMP_420,Meera,,IT,50k,emp981@gamil.com,2020-05-10,-3,,
ID-421,Sam,,Finance,,emp937@yahoo.com,2020-05-10,,,
,Pooja,150,,,invalid@,,,,
ID-423,Pooja12,39,,-5000,emp908@,10/05/2020,-3,delhi,Average
EMP_424,Sam,150,finanec,25499,emp964@gmail.com,,,,Average
EMP_425,Rekha,24,,50k,emp482@,2020/05/10,-3,,Poor
EMP_426,John,150,Sales,-5000,emp757@gmail.com,2020-05-10,,Mumbai,Good
EMP_427,Pooja,150,Finance,,,10/05/2020,,Mumbai,Good
EMP_428,Sam,150,,,invalid@,05-10-2020,,delhi,EXCELENT
EMP_429,John,,IT,,invalid@,05-10-2020,15,delhi,Average
EMP_430,Sam,45,IT,,emp185@,,-3,,Poor
E431,Harsh,150,IT,,invalid@,,1,delhi,Poor
ID-432,Rekha,150,HR,,emp614@gmail.com,10/05/2020,,,
E433,Rekha,150,Sales,-5000,emp545@,2020-05-10,,Mumbai,Excellent
EMP_434,Rekha,,I.T,50k,,,,suratt,Good
ID-435,Harsh,47,finanec,-5000,emp540@,,4,Mumbai,Excellent
E436,Rita,,Finance,50k,emp5@yahoo.com,2020-05-10,10,Surat,EXCELENT
,Amit,,SALEs,50k,emp400@gamil.com,2020-05-10,,,Poor
E438,Sam,43,I.T,50k,emp708@gamil.com,2020-05-10,9,delhi,Average
,Sam,,Finance,53713,emp314@gamil.com,,-3,Surat,
E440,Rita##,,HR,,,10/05/2020,-3,Mumbai,Poor
,Rekha,,IT,50k,emp167@yahoo.com,2020/05/10,,Mumbai,Excellent
,Sam,150,IT,,emp309@,2020/05/10,-3,suratt,Poor
ID-443,Kunal@,,finanec,-5000,emp905@,05-10-2020,-3,,Good
,Rita,,HR,38886,emp945@yahoo.com,,-3,,EXCELENT
ID-445,Meera,,,50k,emp620@gmail.com,,,mumbai,
E446,Pooja,,IT,,emp59@gmail.com,2020/05/10,15,delhi,EXCELENT
E447,Rekha,,,50k,noemail,,,suratt,Excellent
EMP_448,Kunal,,HR,,invalid@,,1,Delhi,Good
EMP_449,Sam,,finanec,82718,emp637@yahoo.com,2020-05-10,5,,Poor
ID-450,Ankit,27,H R,,emp559@gamil.com,2020/05/10,,mumbai,
EMP_451,Harsh,,Finance,-5000,emp803@yahoo.com,,,,Average
EMP_452,Amit,150,Sales,40483,noemail,,,Delhi,Average
ID-453,Pooja,,SALEs,-5000,emp238@,2020-05-10,,Surat,Poor
E454,Pooja,,H R,,emp176@gmail.com,05-10-2020,-3,,
ID-455,John,150,H R,,emp151@yahoo.com,,-3,suratt,Average
EMP_456,Ravi,60,HR,,emp394@gmail.com,,,Delhi,Excellent
EMP_457,Sneha,,I.T,,emp586@yahoo.com,2020/05/10,-3,Delhi,Average
ID-458,Ankit##,,Finance,-5000,emp671@gmail.com,05-10-2020,,Delhi,Average
EMP_459,Amit@,,IT,124638,emp721@gamil.com,,-3,suratt,Average
E460,Ankit,150,H R,50k,emp737@yahoo.com,,20,Surat,EXCELENT
,Rita,,Finance,81780,emp678@gamil.com,2020-05-10,,delhi,Average
EMP_462,Sneha,34,IT,50k,emp410@yahoo.com,,,,
,Kunal,,finanec,15371,,2020-05-10,19,,Poor
EMP_464,Harsh,150,SALEs,50k,emp312@,,,,Poor
EMP_465,Rekha,150,Finance,,noemail,2020/05/10,9,delhi,Excellent
,Kunal,20,Finance,,,05-10-2020,18,suratt,EXCELENT
EMP_467,Sam,,Sales,,emp565@yahoo.com,2020-05-10,,mumbai,EXCELENT
EMP_468,Rekha,56,SALEs,,emp783@gmail.com,2020/05/10,,Surat,Excellent
,Harsh,,IT,-5000,noemail,,,Mumbai,
,Ankit,,finanec,92217,noemail,10/05/2020,6,Delhi,Good
,Harsh,,IT,89044,emp24@yahoo.com,,-3,,Average
,Rekha,,H R,-5000,emp977@yahoo.com,,16,delhi,
,Amit##,,IT,113427,emp840@,05-10-2020,,,
E474,Ravi,43,IT,50k,emp31@yahoo.com,,5,,Good
E475,Rekha12,,HR,,emp388@,,,delhi,
EMP_476,John,150,H R,50k,emp212@,05-10-2020,,Surat,Average
ID-477,"Ravi ",150,,29363,emp728@,,,,
EMP_478,Sam,150,Finance,-5000,emp924@yahoo.com,2020/05/10,,Delhi,Average
E479,Sam,22,finanec,,emp811@gmail.com,10/05/2020,0,suratt,EXCELENT
EMP_480,Ravi,150,H R,,,2020/05/10,-3,,Poor
E481,"Amit ",,IT,,invalid@,05-10-2020,,delhi,
E482,Rekha,,,50k,emp2@,05-10-2020,-3,Mumbai,Good
ID-483,Ankit,150,H R,,invalid@,2020/05/10,19,,Good
,"Meera ",,SALEs,77233,emp761@gamil.com,2020-05-10,,Delhi,
E485,Harsh,44,finanec,50k,invalid@,2020-05-10,,,
ID-486,Ankit,,Finance,50k,,10/05/2020,,Delhi,EXCELENT
EMP_487,Ankit,35,I.T,17484,emp80@yahoo.com,2020/05/10,-3,Delhi,Poor
EMP_488,Rita,,,,emp946@gamil.com,10/05/2020,9,Delhi,
,Rekha,,finanec,,emp373@,2020-05-10,7,delhi,Average
ID-490,Sam,,H R,136325,emp78@,2020-05-10,,Delhi,Average
E491,Harsh,59,H R,,emp192@,2020/05/10,,Delhi,Good
EMP_492,Kunal,150,IT,,emp262@gmail.com,2020/05/10,,,Poor
EMP_493,Amit,,I.T,64244,emp681@yahoo.com,,-3,delhi,EXCELENT
ID-494,Amit,52,I.T,9451,emp756@gmail.com,,,Mumbai,Average
,Sam,,I.T,,emp782@gamil.com,05-10-2020,,mumbai,Good
ID-496,Ravi,,HR,81507,emp471@gmail.com,10/05/2020,,Delhi,
E497,Harsh@,19,IT,50k,emp132@gamil.com,,,Surat,
,Harsh12,34,finanec,-5000,emp522@,2020/05/10,-3,Surat,Average
ID-499,Rita,150,Sales,50k,emp983@yahoo.com,2020/05/10,-3,Delhi,
ID-500,Meera,,Sales,,emp995@yahoo.com,,,mumbai,Excellent
ID-501,Sam,55,I.T,-5000,emp466@,2020/05/10,,Surat,Good
EMP_502,Rita@,41,,79986,emp597@yahoo.com,05-10-2020,,mumbai,Excellent
E503,Sam,47,I.T,-5000,emp714@yahoo.com,10/05/2020,-3,,EXCELENT
,Harsh,20,,,emp407@gmail.com,05-10-2020,17,delhi,EXCELENT
E505,Kunal,,finanec,,invalid@,2020-05-10,,Mumbai,EXCELENT
,Meera,49,finanec,,emp957@,,,,
,Sneha,,,,emp511@yahoo.com,05-10-2020,,suratt,Poor
ID-508,Amit,,IT,50k,emp757@gmail.com,05-10-2020,,suratt,EXCELENT
EMP_509,Rita,,IT,138881,emp624@gamil.com,10/05/2020,20,suratt,Excellent
,Meera,,Sales,50k,emp835@gmail.com,05-10-2020,16,mumbai,Average
EMP_511,Sam,55,,-5000,emp163@,05-10-2020,,,Excellent
ID-512,Rita,,,-5000,emp435@gamil.com,,-3,suratt,Excellent
EMP_513,Rekha,150,SALEs,-5000,emp987@gamil.com,2020-05-10,,Surat,EXCELENT
EMP_514,"Ravi ",,,55583,emp935@gamil.com,,17,Surat,Good
ID-515,Rita,,SALEs,-5000,,,-3,delhi,EXCELENT
EMP_516,Kunal,,finanec,95395,emp460@yahoo.com,,12,suratt,
EMP_517,Ravi,,finanec,117075,emp986@gamil.com,10/05/2020,,,
E518,Rekha,,Sales,,emp473@yahoo.com,2020-05-10,,Delhi,
EMP_519,Harsh,,I.T,,emp56@,,4,Delhi,Good
E520,Sneha,150,HR,,emp594@yahoo.com,05-10-2020,,suratt,EXCELENT
E521,Ravi,,SALEs,,emp395@,10/05/2020,,,
EMP_522,Sam,150,finanec,-5000,emp100@,2020/05/10,,suratt,Excellent
ID-523,Kunal,150,H R,80024,emp588@yahoo.com,10/05/2020,4,mumbai,Good
E524,Rita,,Finance,-5000,emp429@yahoo.com,2020-05-10,,Delhi,
EMP_525,Sneha,150,IT,50k,emp588@gmail.com,2020/05/10,,mumbai,Poor
,Amit,150,H R,-5000,,2020-05-10,,Mumbai,Poor
,John,150,SALEs,50k,invalid@,10/05/2020,-3,Mumbai,Average
EMP_528,Meera,,,,emp714@yahoo.com,05-10-2020,13,,EXCELENT
ID-529,Kunal,150,Finance,,emp846@gamil.com,2020-05-10,,,Good
ID-530,Pooja,,H R,,emp536@gamil.com,,-3,mumbai,Excellent
ID-531,Rekha,,SALEs,54279,emp780@gamil.com,2020-05-10,-3,Delhi,EXCELENT
ID-532,Ravi,,finanec,76826,emp96@gamil.com,05-10-2020,,Mumbai,Average
,Sam,150,HR,50k,,05-10-2020,,mumbai,
,Pooja,150,H R,50k,emp580@yahoo.com,,-3,mumbai,Good
EMP_535,Amit,150,HR,50k,emp813@gamil.com,2020-05-10,17,Surat,Average
EMP_536,Sneha,,SALEs,,,05-10-2020,,Surat,Good
E537,Meera,,IT,,emp742@gmail.com,2020/05/10,9,delhi,
,Meera,,SALEs,50k,emp998@,05-10-2020,-3,Delhi,Excellent
,Meera,150,H R,,emp84@gamil.com,10/05/2020,,delhi,Average
E540,Harsh,,HR,116503,,05-10-2020,14,,Good
E541,Ravi,150,SALEs,-5000,,10/05/2020,15,,Poor
EMP_542,Pooja,41,,28727,emp222@gamil.com,,-3,Delhi,
ID-543,Ravi,25,I.T,50k,emp782@yahoo.com,,17,suratt,Good
EMP_544,Ravi,,Sales,,emp492@yahoo.com,,0,,EXCELENT
,Rekha,,HR,-5000,emp643@gmail.com,,-3,,EXCELENT
EMP_546,Ankit,150,,-5000,emp522@gmail.com,2020-05-10,,mumbai,
,John,150,H R,,invalid@,,,,Poor
E548,Meera,,H R,,emp357@yahoo.com,,12,mumbai,Excellent
E549,John,150,IT,,emp728@yahoo.com,2020-05-10,,Delhi,
,Meera,23,I.T,-5000,emp176@yahoo.com,2020/05/10,3,Delhi,
ID-551,Pooja,45,Sales,50k,emp488@,05-10-2020,3,Surat,Average
,John,,H R,-5000,noemail,2020/05/10,,delhi,
,Ankit,,finanec,72643,emp444@gmail.com,05-10-2020,-3,Mumbai,EXCELENT
EMP_554,Harsh,150,,50k,emp909@gamil.com,,14,Mumbai,EXCELENT
,Ravi,,HR,,emp2@,,,,
EMP_556,Sam,150,SALEs,-5000,emp399@gamil.com,,10,suratt,Excellent
,Harsh,,I.T,,emp64@yahoo.com,,,Surat,Excellent
,Sneha,18,finanec,14611,emp171@gamil.com,2020-05-10,,suratt,EXCELENT
EMP_559,Sam,150,IT,,emp583@yahoo.com,2020/05/10,4,,
EMP_560,Rekha,,H R,,emp602@gamil.com,,-3,delhi,
ID-561,Kunal,,SALEs,50k,emp474@yahoo.com,,9,Surat,
EMP_562,Kunal,,Finance,,emp626@gamil.com,,-3,Mumbai,EXCELENT
E563,Pooja,,finanec,,emp43@gamil.com,,,Mumbai,Poor
,Ankit,,,,emp307@gmail.com,,-3,Mumbai,Good
EMP_565,Harsh,34,I.T,50k,emp992@gamil.com,,,,EXCELENT
EMP_566,Sam,,Sales,93373,invalid@,2020-05-10,-3,,EXCELENT
,Pooja,34,H R,141620,emp224@,05-10-2020,,Delhi,
ID-568,Ravi,150,,,emp757@yahoo.com,10/05/2020,11,,Poor
E569,Amit,150,,-5000,emp222@,05-10-2020,-3,mumbai,Good
E570,Pooja,44,Sales,-5000,emp941@yahoo.com,2020-05-10,,Mumbai,
ID-571,Ankit,150,IT,,invalid@,,11,mumbai,EXCELENT
ID-572,Amit,150,SALEs,50k,emp295@yahoo.com,2020/05/10,,suratt,Average
,Sam,150,H R,,emp695@yahoo.com,,3,,
,Sam,150,H R,,emp121@gmail.com,05-10-2020,,mumbai,Good
EMP_575,Harsh,,Finance,,emp273@yahoo.com,2020-05-10,20,suratt,Average
ID-576,Ankit,,I.T,120899,emp605@gmail.com,2020-05-10,-3,Surat,Good
ID-577,Amit,150,,,emp466@gamil.com,2020-05-10,,,EXCELENT
E578,Sam,57,,13043,emp611@gamil.com,2020/05/10,1,delhi,Poor
ID-579,Meera12,22,I.T,-5000,emp319@gmail.com,05-10-2020,-3,Mumbai,Excellent
EMP_580,Rita,150,finanec,,emp806@,2020-05-10,-3,,EXCELENT
E581,Sneha,,SALEs,50k,emp624@gmail.com,2020/05/10,,Surat,Good
,John,,,-5000,emp855@gmail.com,2020/05/10,14,Surat,Average
E583,Rita,,,8112,emp947@yahoo.com,,-3,delhi,Poor
EMP_584,Sam,24,,94951,emp353@gmail.com,05-10-2020,,mumbai,
ID-585,Rekha,,SALEs,,emp368@yahoo.com,05-10-2020,,Mumbai,Poor
EMP_586,Pooja,,,-5000,emp264@gmail.com,10/05/2020,,Delhi,
EMP_587,Sneha,,Sales,50k,emp328@gmail.com,05-10-2020,2,,EXCELENT
,Amit,,Sales,,emp793@gamil.com,05-10-2020,7,Mumbai,
EMP_589,Ravi,,H R,19304,emp384@gamil.com,05-10-2020,,,Poor
EMP_590,Ravi,,IT,,emp455@gamil.com,10/05/2020,,,Excellent
ID-591,Rita,150,IT,50k,emp786@gamil.com,,,mumbai,Good
E592,Harsh,,Sales,,emp666@gamil.com,2020/05/10,,Delhi,
EMP_593,Sam,,,144955,,,16,Mumbai,Good
,Sam,44,SALEs,50k,emp681@gmail.com,2020-05-10,,,Average
E595,Ankit,19,Finance,-5000,emp625@gmail.com,2020-05-10,-3,Surat,EXCELENT
,Rekha,,HR,50k,,,-3,delhi,Average
E597,"Rekha ",,Finance,121484,emp876@,10/05/2020,-3,delhi,Excellent
,Harsh,,IT,107824,noemail,05-10-2020,8,suratt,Poor
,Amit,23,finanec,42506,emp149@gamil.com,2020/05/10,-3,,
EMP_600,John,150,,50k,emp362@yahoo.com,,,suratt,EXCELENT
,Rita,,H R,,invalid@,10/05/2020,,Surat,Good
ID-602,John,47,,,emp647@gamil.com,05-10-2020,-3,Delhi,Average
ID-603,Meera,,Finance,-5000,invalid@,,,delhi,Average
EMP_604,Rita,,HR,,emp705@gamil.com,,-3,delhi,
ID-605,Ravi##,,Finance,104217,emp818@gamil.com,10/05/2020,,suratt,EXCELENT
E606,Harsh,150,SALEs,50k,emp839@gmail.com,05-10-2020,-3,mumbai,
,Rita,,Sales,,emp667@yahoo.com,2020/05/10,,delhi,Good
E608,Sam,150,,50k,emp306@gamil.com,,2,delhi,Excellent
E609,Ankit,,I.T,,,2020/05/10,,Delhi,
E610,Meera,,IT,105847,emp611@,2020/05/10,-3,delhi,
ID-611,John,150,H R,,emp242@gamil.com,,,,Good
ID-612,Sam,150,SALEs,,emp700@,2020-05-10,20,mumbai,
ID-613,Ankit,,Finance,-5000,emp693@gmail.com,2020-05-10,-3,suratt,Excellent
EMP_614,Ankit,150,finanec,,,,,suratt,Average
E615,Ankit,35,I.T,50k,,05-10-2020,-3,Delhi,
E616,Sneha,24,,50k,emp107@yahoo.com,2020/05/10,-3,,Poor
EMP_617,Rita,,,122462,emp107@yahoo.com,2020-05-10,-3,,Good
E618,John,,Finance,,emp441@yahoo.com,2020-05-10,,Mumbai,
EMP_619,Rita,,H R,-5000,invalid@,,,delhi,EXCELENT
E620,Meera,,Sales,-5000,emp292@gamil.com,10/05/2020,,Mumbai,Good
EMP_621,Harsh,42,,50k,noemail,2020-05-10,,delhi,Good
,Kunal,150,,,emp447@,05-10-2020,-3,mumbai,Good
E623,John,,HR,51810,,2020-05-10,,Mumbai,Poor
ID-624,Rita,,SALEs,31613,emp904@gamil.com,,16,mumbai,Poor
ID-625,Ankit,150,,,emp430@gamil.com,05-10-2020,2,Mumbai,
ID-626,Meera,150,Finance,,invalid@,2020/05/10,,Delhi,Poor
E627,John,,IT,143075,emp748@,10/05/2020,19,mumbai,Poor
ID-628,Sneha12,45,Sales,80704,,,,,
EMP_629,Rita,150,IT,,,10/05/2020,,delhi,Poor
E630,Amit,,Sales,135477,emp883@yahoo.com,10/05/2020,,Mumbai,
E631,Sneha,,Sales,50k,,,,suratt,
,John,50,,,emp958@yahoo.com,,,Mumbai,EXCELENT
EMP_633,Kunal,,I.T,,emp887@yahoo.com,10/05/2020,12,,Good
EMP_634,Kunal,150,,-5000,emp349@gmail.com,10/05/2020,-3,suratt,Excellent
ID-635,Ankit,44,finanec,-5000,emp612@gmail.com,2020-05-10,-3,mumbai,
E636,Kunal,,I.T,39156,,10/05/2020,,suratt,
ID-637,Ankit,,HR,102250,emp6@gamil.com,,20,Delhi,EXCELENT
EMP_638,Ankit,,SALEs,,emp205@gamil.com,,-3,delhi,
,Rekha,,H R,,emp427@,05-10-2020,18,suratt,Excellent
E640,Rekha,150,,132250,emp795@gamil.com,,,suratt,Poor
EMP_641,Sneha,,finanec,-5000,emp760@,,3,,Excellent
E642,Sneha,150,Finance,,emp295@gamil.com,2020/05/10,,delhi,
E643,Meera,150,IT,-5000,emp389@gmail.com,05-10-2020,,mumbai,Average
EMP_644,Sam,,H R,,emp995@gamil.com,2020-05-10,17,Mumbai,Poor
ID-645,Pooja,150,I.T,,emp72@yahoo.com,2020-05-10,14,delhi,EXCELENT
,Rita,52,Sales,50k,emp776@yahoo.com,,,Mumbai,Poor
ID-647,Rekha@,34,H R,-5000,emp657@gamil.com,10/05/2020,,,
,Sneha,21,,-5000,emp936@,2020/05/10,,Surat,
E649,Sam,,Sales,,emp252@gamil.com,,,suratt,
,Meera,150,,50k,emp619@gamil.com,,-3,Delhi,Good
E651,Sam,150,,32295,emp16@gamil.com,05-10-2020,,,EXCELENT
E652,Rita,150,I.T,127664,,2020/05/10,,Surat,
EMP_653,"Sam ",,Finance,-5000,emp949@yahoo.com,,,Mumbai,Excellent
,Meera,,HR,,emp122@gmail.com,10/05/2020,,mumbai,Excellent
EMP_655,Sneha,150,finanec,50k,emp491@,,,mumbai,Average
,Ankit,,finanec,,emp329@gmail.com,2020/05/10,-3,delhi,Excellent
E657,Ravi,,I.T,,emp309@gamil.com,2020-05-10,,delhi,Poor
EMP_658,Ankit,,H R,,emp969@gmail.com,05-10-2020,-3,,
E659,Sneha,150,Sales,,emp670@,05-10-2020,,Mumbai,
E660,Kunal,,,,,2020-05-10,-3,suratt,EXCELENT
EMP_661,Kunal,56,I.T,,emp526@gmail.com,10/05/2020,,Surat,Poor
ID-662,Sneha,,finanec,61271,emp944@yahoo.com,2020/05/10,7,suratt,Good
ID-663,Pooja,,finanec,50k,emp960@,,,delhi,Average
E664,Sneha,,Sales,,emp821@gamil.com,05-10-2020,-3,delhi,Excellent
E665,Sneha,,I.T,-5000,emp545@yahoo.com,2020/05/10,,Surat,Average
,"Ravi ",150,I.T,,emp433@gamil.com,05-10-2020,,delhi,Good
,"Sam ",,H R,50k,emp470@gamil.com,05-10-2020,7,,EXCELENT
E668,Amit,,HR,36084,noemail,2020/05/10,,,
,Rita@,,I.T,,emp765@gamil.com,2020/05/10,-3,,Average
EMP_670,Ravi,,H R,28124,emp14@yahoo.com,10/05/2020,,,
EMP_671,Rita,150,HR,107875,emp187@,,,Delhi,Excellent
EMP_672,Kunal,22,I.T,108905,emp171@gmail.com,10/05/2020,,mumbai,Average
ID-673,John,150,HR,,noemail,2020-05-10,,,
ID-674,Pooja,150,,42269,emp95@,,,suratt,
EMP_675,Sam,,finanec,50k,noemail,2020-05-10,-3,Delhi,EXCELENT
,Ravi,,I.T,50k,emp486@gmail.com,2020/05/10,,delhi,EXCELENT
ID-677,Ravi,150,,50k,emp38@yahoo.com,2020/05/10,,,EXCELENT
,Amit##,,H R,,emp604@gamil.com,05-10-2020,16,delhi,EXCELENT
ID-679,Kunal,150,,-5000,emp895@,,,mumbai,Poor
E680,Rekha,,Finance,,,2020-05-10,-3,delhi,
EMP_681,Sneha,,IT,,emp683@,,2,Mumbai,Poor
ID-682,Amit,,IT,-5000,emp449@gamil.com,,6,Mumbai,EXCELENT
ID-683,John,150,HR,,emp278@gmail.com,,,mumbai,EXCELENT
EMP_684,Kunal,150,IT,43311,emp721@,2020/05/10,7,Surat,Poor
EMP_685,Sneha,,SALEs,89194,emp260@yahoo.com,2020-05-10,,delhi,Average
E686,John,43,,,emp229@gamil.com,,,Surat,EXCELENT
ID-687,John12,38,Sales,93207,emp605@gamil.com,2020/05/10,,Mumbai,
EMP_688,Kunal,,H R,,emp305@gamil.com,10/05/2020,-3,Mumbai,Excellent
EMP_689,John,,I.T,50k,emp412@gmail.com,10/05/2020,-3,Surat,Poor
EMP_690,Meera,,IT,32664,emp49@gmail.com,05-10-2020,3,Surat,Good
E691,Rekha@,150,HR,117200,emp494@gamil.com,,4,Delhi,Poor
,Pooja,19,Sales,50k,emp348@gamil.com,10/05/2020,3,suratt,Good
,Amit,,SALEs,-5000,emp494@yahoo.com,2020-05-10,,delhi,Excellent
EMP_694,Kunal,,H R,-5000,emp898@gamil.com,10/05/2020,9,suratt,EXCELENT
E695,Sam,,IT,56480,emp14@,10/05/2020,,Delhi,Average
E696,John,25,,20429,emp312@gamil.com,,,,
,"Amit ",150,IT,87905,emp454@gamil.com,05-10-2020,-3,suratt,
EMP_698,Kunal,150,finanec,-5000,emp219@yahoo.com,,,suratt,
ID-699,Kunal,150,I.T,,,,-3,mumbai,Good
EMP_700,Pooja,,Sales,,emp660@yahoo.com,10/05/2020,7,delhi,EXCELENT
EMP_701,Kunal,53,H R,-5000,emp964@yahoo.com,,2,Surat,
EMP_702,John,150,,,emp731@,2020-05-10,5,,
EMP_703,Kunal,37,H R,-5000,noemail,2020-05-10,,suratt,Poor
EMP_704,Kunal,51,Sales,,emp409@gamil.com,2020-05-10,8,delhi,Poor
ID-705,John,150,,-5000,emp635@,2020-05-10,,Mumbai,Average
E706,Meera,,I.T,,,,,Surat,
,Harsh,,,,emp397@gamil.com,2020-05-10,,Surat,Good
EMP_708,Kunal,58,Finance,,,2020-05-10,-3,delhi,
,Rita,,Sales,-5000,emp933@gmail.com,2020/05/10,,,Poor
,Meera,150,finanec,50k,emp561@gamil.com,05-10-2020,-3,Mumbai,
E711,Sam,,Finance,-5000,noemail,,,,Average
ID-712,Kunal,,Sales,50k,emp878@gmail.com,2020-05-10,,,Good
EMP_713,Sam,,H R,-5000,emp688@,,-3,Delhi,EXCELENT
ID-714,Kunal,,finanec,40824,emp699@,,-3,Delhi,Poor
E715,Ravi,,H R,50k,,2020-05-10,,Mumbai,
E716,Pooja,,I.T,-5000,emp778@yahoo.com,2020-05-10,-3,Mumbai,Good
EMP_717,Ravi,,I.T,-5000,noemail,05-10-2020,,,
EMP_718,Ravi,150,I.T,,emp570@gmail.com,,15,,
E719,Ravi,,IT,50k,,05-10-2020,-3,Delhi,Poor
,John,,H R,-5000,emp290@gmail.com,2020/05/10,,,
E721,"Ravi ",,SALEs,50k,emp327@gmail.com,,-3,,Good
,Amit,33,IT,,emp388@gmail.com,10/05/2020,-3,mumbai,
E723,Ankit,,SALEs,,emp163@,10/05/2020,,Surat,Excellent
ID-724,John@,,HR,,emp196@yahoo.com,,-3,suratt,EXCELENT
ID-725,Rita,21,,50k,emp193@,,,delhi,EXCELENT
E726,Ravi,,,,,,,,EXCELENT
E727,Kunal##,,I.T,-5000,emp817@yahoo.com,10/05/2020,,mumbai,Poor
,Pooja,150,,37765,invalid@,,3,mumbai,Excellent
EMP_729,Harsh,52,I.T,-5000,emp298@,2020/05/10,2,mumbai,EXCELENT
ID-730,Harsh,34,,50k,emp952@gmail.com,2020/05/10,,Delhi,Average
,Amit,150,finanec,-5000,invalid@,2020/05/10,,Surat,
ID-732,Rekha,150,HR,67791,emp744@yahoo.com,10/05/2020,,suratt,EXCELENT
EMP_733,Meera,150,,,emp622@gmail.com,05-10-2020,,,Good
ID-734,Sam12,,SALEs,-5000,emp331@yahoo.com,2020-05-10,6,Mumbai,Excellent
ID-735,John,,H R,,emp617@yahoo.com,10/05/2020,,Surat,Excellent
E736,Pooja,46,Sales,,noemail,2020/05/10,1,mumbai,
EMP_737,Harsh,150,IT,-5000,emp221@gmail.com,,-3,delhi,Good
,Kunal,,I.T,138265,emp782@yahoo.com,,,Mumbai,
,Rita,48,I.T,50k,emp775@gmail.com,2020-05-10,,delhi,Poor
ID-740,Kunal,,I.T,14679,emp332@yahoo.com,2020/05/10,,suratt,Average
EMP_741,Ankit,,H R,50k,noemail,,,,Excellent
E742,Kunal,42,,-5000,emp818@gmail.com,,,delhi,EXCELENT
E743,Ankit,,HR,50k,emp861@,05-10-2020,-3,Surat,
EMP_744,John,28,IT,-5000,,,,,Good
,Amit,59,H R,50k,emp264@gamil.com,2020-05-10,-3,Surat,
EMP_746,Harsh,19,HR,50k,emp576@yahoo.com,,,,Poor
ID-747,Sneha,,,-5000,emp872@,,-3,delhi,Poor
E748,Harsh##,,,,emp227@gamil.com,,,Delhi,Good
